,band_name,fans,formed,origin,style
4348,Obsidian Sea,2,2009,Bulgaria,Doom
4349,Ocultan,2,1994,Brazil,Black
4350,Odyssey,2,1989,Spain,Progressive
4351,Ogre,2,1999,USA,Doom
4352,Oleg Izotov,2,2003,Russian Federation,Alternative
4353,One Step Beyond,2,1997,Australia,Experimental death
4354,Onirism,2,2014,France,Symphonic black
4355,Op?a Opasnost,2,1992,Croatia,Hard rock
4356,Orchid's Curse,2,2005,Canada,Metalcore
4357,Ordinul Negru,2,2004,Romania,Black
4358,Oxiplegatz,2,1993,Sweden,Avantgarde
4359,Pain Principle,2,1993,USA,Thrash
4360,Paragon Of Beauty,2,1994,Germany,Gothic
4361,Paramnesia,2,2005,France,Black
4362,Phantom,2,2005,Denmark,Black
4363,Protean,2,2013,Latvia,Black
4364,Psudoku,2,2010,Norway,Avantgarde
4365,Pure Inc,2,2001,Switzerland,Hard rock
4366,Pyrrhon,2,2008,USA,Technical death
4367,Quinta Essentia,2,2004,USA,Black
4368,Reality Grey,2,2004,Italy,Melodic death
4369,Realmbuilder,2,2008,USA,Epic doom
4370,Resurrecturis,2,1990,Italy,Death
4371,Retriem,2,2003,Russian Federation,Power
4372,Rev 16:8,2,2008,Sweden,Black
4373,Revelation's Hammer,2,2007,Norway,Black
4374,Romuvos,2,2014,Lithuania,Folk
4375,Rudhira,2,2010,Norway,Progressive
4376,Sabachthani,2,2002,Sweden,Gothic
4377,Sadistic Gore,2,2004,Brazil,Death
4378,Sandalinas,2,2001,Spain,Melodic progressive
4379,Santo Rostro,2,2013,Spain,Doom
4380,Saracen,2,1976,United Kingdom,New wave of british heavy
4381,Sarcofagus,2,1977,Finland,Progressive heavy
4382,Sargatanas Reign,2,1997,Sweden,Death
4383,Scald (RUS),2,1993,Russian Federation,Epic doom
4384,Scar Of The Sun,2,2004,United Kingdom,Gothic doom
4385,Scarblade,2,2015,Greece,Heavy
4386,Sea Witch,2,2014,Canada,Blackened doom
4387,Seamount,2,2007,Germany,Doom
4388,Sectu,2,2005,Sweden,Death
4389,Sedna,2,2009,Italy,Black
4390,Seita,2,2007,Netherlands,Death
4391,Septic Death,2,1981,USA,Hardcore
4392,Serpent Omega,2,2011,Sweden,Doom
4393,Serpent Venom,2,2008,United Kingdom,Doom
4394,Severed,2,2014,Iceland,Brutal death
4395,Shadow Of The Colossus,2,2009,USA,Deathcore
4396,Shallow Rivers,2,2007,Russian Federation,Death doom
4397,Shaman (FIN),2,1997,Finland,Folk
4398,Shannon,2,1998,France,Hard rock
4399,Shatterpoint,2,2001,Canada,Power
4400,Shredding The Envelope,2,2008,USA,Heavy
4401,Silent Memorial,2,1992,Switzerland,Heavy
4402,Siren,2,2012,USA,Black
4403,Sirocco,2,2003,Ireland,Heavy
4404,Skraeckoedlan,2,2009,Sweden,Psychedelic stoner
4405,Slabdragger,2,2008,United Kingdom,Doom
4406,Slidhr,2,2005,Ireland,Black
4407,Slivers Cross,2,2008,Latvia,Metalcore
4408,Slow,2,2007,Belgium,Atmospheric doom
4409,Solifvgae,2,2014,Brazil,Atmospheric black
4410,Sonic Reign,2,1997,Germany,Black
4411,Sorrowful,2,2009,Sweden,Death doom
4412,Sorrowful Angels,2,1999,Greece,Gothic
4413,Soul Dissolution,2,2012,Belgium,Black
4414,Soulless,2,1997,USA,Melodic death
4415,Sourvein,2,1993,USA,Doom
4416,Spaceking,2,2009,Russian Federation,Progressive
4417,Spartan Warrior,2,1980,United Kingdom,New wave of british heavy
4418,Splattered Mermaids,2,2005,Sweden,Brutal death
4419,Srogo??,2,2013,Poland,Black
4420,Standing Ovation,2,2006,Finland,Progressive
4421,Station Dysthymia,2,2007,Russian Federation,Funeral doom
4422,T?zmadár,2,1999,Hungary,Power
4423,Tanagra,2,2010,USA,Us power
4424,Tempestuous Fall,2,2011,Australia,Funeral doom
4425,Temple Of Evil,2,2008,Cyprus,Black
4426,Terror Empire,2,2009,Portugal,Groove thrash
4427,Tesa,2,2005,Latvia,Post-metal
4428,The Arson Project,2,2005,Sweden,Grindcore
4429,The Batallion,2,2006,Norway,Thrash
4430,The Belonging,2,1998,United Kingdom,Blackened death
4431,The Doomsday Kingdom,2,2016,Sweden,Doom
4432,The Earls Of Mars,2,2012,United Kingdom,Avantgarde
4433,The Everdawn,2,1993,Sweden,Melodic death
4434,The Experiment No.Q,2,2012,Italy,Progressive
4435,The Night Flight Orchestra,2,2007,Sweden,Hard rock
4436,The Oracle,2,2006,Canada,Extreme progressive
4437,The Order Of Chaos,2,2003,Canada,Heavy
4438,The Silent Wedding,2,2006,Greece,Heavy
4439,The Wakedead Gathering,2,2007,USA,Death
4440,Theories,2,2010,USA,Deathgrind
4441,Those Who Bring The Torture,2,2007,Sweden,Death
4442,Throes Of Sanity,2,-,USA,Us power
4443,Titaan,2,2015,Italy,Black
4444,Tribune,2,2004,Canada,Melodic thrash
4445,Trimonium,2,1998,Germany,Pagan black
4446,Triumfall,2,2006,Serbia,Black
4447,Trophallaxy,2,2007,Swaziland,Power
4448,Unchained,2,1998,Sweden,Heavy
4449,Unholy Matrimony,2,2000,Switzerland,Black
4450,Unwritten Pages,2,2005,Netherlands,Progressive
4451,Urban Tales,2,2005,Portugal,Gothic rock
4452,Usurpress,2,2010,Sweden,Death
4453,Vôdûn,2,2012,United Kingdom,Stoner
4454,Vaalnor,2,2009,Switzerland,Folk
4455,Valkenrag,2,2006,Poland,Melodic death
4456,Vardis,2,1973,United Kingdom,New wave of british heavy
4457,Venin Noir,2,2001,Brazil,Gothic
4458,Vermilion,2,2008,Romania,Experimental black
4459,VII Gates,2,1999,Sweden,Heavy
4460,Villainy,2,2010,Netherlands,Blackened thrash
4461,Vise Versa,2,2012,France,Alternative
4462,Vista Chino,2,2010,USA,Stoner rock
4463,Vitriol,2,2007,Italy,Progressive
4464,Void Of Sleep,2,2010,Italy,Sludge
4465,Vomitile,2,2007,Cyprus,Death
4466,Vox Tempus,2,2003,USA,Progressive
4467,Wells Valley,2,2011,Portugal,Progressive sludge
4468,When Woods Make Graves,2,2011,United Kingdom,Atmospheric black
4469,Whitehorse,2,2004,Australia,Drone doom
4470,Wilt,2,2010,Canada,Atmospheric black
4471,Winds Of Torment,2,2001,France,Melodic death
4472,Witchbound,2,2013,Germany,Melodic power
4473,Within The Fall,2,2010,Sweden,Death doom
4474,WIZ,2,1996,Sweden,Power
4475,Woburn House,2,2005,Germany,Post-metal
4476,Wolvserpent,2,2005,USA,Drone doom
4477,Woods Of Belial,2,1995,Finland,Black
4478,Worth Dying For,2,2002,Canada,Progressive death
4479,Yawarhiem,2,2005,Peru,Symphonic power
4480,Yogth Sothoth,2,2003,Colombia,Brutal death
4481,Zavorash,2,1996,Sweden,Black
4482,11Paranoias,1,2011,United Kingdom,Doom
4483,48 Crash,1,1975,Germany,Progressive rock
4484,7 H. Target,1,2005,Russian Federation,Brutal death
4485,A Gruesome Find,1,1998,USA,Blackened death
4486,A New Dawn,1,1997,Netherlands,Gothic
4487,Abhorrent,1,2007,USA,Brutal death
4488,Absconditus,1,2010,France,Black
4489,Acrosome,1,2009,Turkey,Depressive black
4490,Adagio (BRA),1,1995,Brazil,Death doom
4491,Aeon Throne,1,2010,Norway,Black
4492,Against Nature,1,2004,USA,Doom
4493,Against Tolerance,1,2009,Brazil,Metalcore
4494,Age Of Woe,1,2010,Sweden,Death
4495,Airdash,1,1986,Finland,Thrash
4496,Akem Manah,1,2007,Belgium,Death
4497,Akem Manah (USA),1,2009,USA,Death doom
4498,Akhenaten,1,2012,USA,Black
4499,Aktor,1,2013,Finland,Psychedelic hard rock
4500,Alien Syndrome 777,1,2007,Italy,Avantgarde black
4501,Alkimya,1,2004,France,Progressive
4502,Alkoholizer,1,2006,Italy,Thrash
4503,Amor E Morte,1,2004,Bulgaria,Gothic
4504,Ancient Altar,1,2013,USA,Sludge
4505,Andacht,1,2008,USA,Atmospheric black
4506,Angmaer,1,2013,United Kingdom,Black
4507,Angrepp,1,2005,Sweden,Black
4508,Anima Tempo,1,2009,Mexico,Progressive death
4509,Antagonist Zero,1,2010,Finland,Death doom
4510,Antlion,1,2012,Canada,Progressive death
4511,Apa Simbetii,1,2009,Romania,Progressive death
4512,Apathie,1,2009,Germany,Black
4513,Aposthate,1,2004,Italy,Brutal death
4514,Arbitrator (CAN),1,2010,Canada,Industrial death
4515,Architects Of Chaoz,1,2014,Germany,Heavy
4516,Armahda,1,2011,Brazil,Heavy
4517,Arryan Path,1,1997,USA,Heavy
4518,Arsh Anubis,1,2011,USA,Black
4519,Artisian,1,2004,United Kingdom,Black
4520,As Autumn Calls,1,2005,Canada,Death
4521,Ashen Horde,1,2013,USA,Progressive black
4522,Ashtar,1,2012,Switzerland,Sludge
4523,Aspectra,1,2014,Norway,Black
4524,Astral Tears,1,2009,France,Progressive
4525,Asymmetry,1,2011,Serbia,Progressive
4526,Aurinko,1,2011,Canada,Doom
4527,Autumn: Death,1,2011,Sweden,Melodic black
4528,Axial Lead,1,2011,Romania,Progressive
4529,Azavatar,1,2013,Germany,Black
4530,Baptists,1,2010,Canada,Hardcore
4531,Basement Torture Killings,1,2007,United Kingdom,Death
4532,Bask,1,2013,USA,Post-metal
4533,Battlezone,1,1985,United Kingdom,Groove thrash
4534,Beaten Back To Pure,1,1998,USA,Doom
4535,Before God,1,1997,USA,Black
4536,Bersimbah Darah,1,2007,Indonesia,Deathgrind
4537,Beyond The Flesh,1,2000,USA,Melodic death
4538,Bhleg,1,2013,Sweden,Atmospheric black
4539,Black Succubi,1,2005,Denmark,Heavy
4540,Blackened,1,1997,Germany,Heavy
4541,Blackwelder,1,2012,USA,Power
4542,Blade Of Spirit,1,1996,Greece,Power
4543,Blastanus,1,2007,Finland,Brutal death
4544,Blliigghhtted,1,2014,Turkey,Experimental black
4545,Bloodgut,1,2004,Sweden,Death
4546,Blustery Caveat,1,2002,Greece,Brutal death
4547,Born From Ruins,1,2009,USA,Alternative
4548,Brainchoke,1,2000,United Kingdom,Grindcore
4549,Bubonic Wrath,1,2005,USA,Black
4550,Burnsred,1,2007,USA,Progressive sludge
4551,Burweed,1,2009,Finland,Atmospheric sludge
4552,Cadmium,1,2010,France,Symphonic
4553,Cannibal Accident,1,2007,Finland,Grindcore
4554,Cara Neir,1,2008,USA,Experimental black
4555,Carry The Storm,1,2008,USA,Thrash
4556,Castrator,1,2013,USA,Death
4557,Casual Silence,1,1993,Netherlands,Progressive
4558,Cat O' Nine Tails,1,2012,Finland,Folk
4559,Ceremonia,1,2011,France,Atmospheric doom
4560,Cetacean,1,2015,USA,Doom
4561,Chrome Waves,1,2010,USA,Atmospheric black
4562,Citizen,1,2004,USA,Grindcore
4563,Code Of Nelson's Folly,1,2012,Croatia,Folk
4564,Cold Night For Alligators,1,2008,Denmark,Progressive math
4565,Collateral Damage,1,2004,Italy,Heavy
4566,Collide,1,2003,Latvia,Thrash
4567,Coltsblood,1,2010,United Kingdom,Doom
4568,Conjuro Nuclear,1,2012,Spain,Black
4569,Contemplator,1,2011,Canada,Progressive
4570,Corr Mhóna,1,2009,Ireland,Doom
4571,Corrupted Melody,1,1995,Slovak Republic,Death
4572,Crépuscule,1,2007,Canada,Atmospheric black
4573,Cryogenic,1,1993,Germany,Symphonic black
4574,Crypt Of Kerberos,1,1990,Sweden,Death doom
4575,Cursed 13,1,1998,Sweden,Black
4576,Daedalus,1,2000,Italy,Progressive
4577,Dalkhu,1,2003,Slovenia,Black
4578,Dark Covenant,1,2009,Canada,Doom
4579,Dark Wings Syndrome,1,2008,Portugal,Gothic
4580,Darkall Slaves,1,2005,France,Brutal death
4581,Darkened Souls,1,2006,Finland,Doom
4582,DarkRise,1,1998,Switzerland,Brutal death
4583,Dawn Of Oblivion,1,1991,Sweden,Gothic
4584,Dead Head,1,1989,Netherlands,Thrash
4585,Deadalus,1,2010,Belgium,Progressive death
4586,Deadspace,1,2014,Australia,Depressive black
4587,Dearly Beheaded,1,1993,United Kingdom,Thrash
4588,Death Mechanism,1,2003,Italy,Thrash
4589,Death Wolf,1,2011,Sweden,Heavy
4590,Decease,1,2011,Romania,Death
4591,Deceiver,1,2002,Sweden,Heavy
4592,Demonstealer,1,1998,India,Black
4593,Dendritic Arbor,1,2012,USA,Black
4594,Deos,1,2013,United Kingdom,Funeral doom
4595,Diamonds Are Forever,1,2011,Romania,Metalcore
4596,Die Toten Kehren Wieder Mit Dem Wind,1,1995,Germany,Black
4597,Dodenkrocht,1,2004,Netherlands,Black
4598,Domgård,1,1997,Sweden,Black
4599,Doomocracy,1,-,Greece,Doom
4600,Douce Morphine,1,2000,France,Atmospheric doom
4601,Dracena,1,1994,Sweden,Death
4602,Drag The Dead,1,2009,USA,Death
4603,Dryade,1,1997,France,Progressive
4604,Dyecrest,1,1993,Finland,Heavy
4605,Dyscord,1,2003,Australia,Metalcore
4606,Ecliptyka,1,1998,Brazil,Heavy
4607,Ectovoid,1,2010,USA,Death
4608,Eden Sands,1,2013,USA,Doom
4609,El Comer Ocho,1,2008,Belgium,Deathcore
4610,Elderoth,1,2007,Canada,Progressive power
4611,Elgibbor,1,1999,Poland,Black
4612,Elusion,1,2015,Belgium,Gothic
4613,Embers,1,2004,USA,Black
4614,Empire Auriga,1,2008,USA,Industrial black
4615,Equinox,1,2013,France,Symphonic
4616,Ergot,1,2009,Italy,Atmospheric black
4617,Erik Norlander,1,1993,USA,Progressive
4618,Errorgeist,1,2013,USA,Industrial
4619,Estoner,1,2009,Estonia,Stoner
4620,Eternal Mourning,1,1995,Portugal,Gothic doom
4621,Evenmore,1,2011,Switzerland,Power
4622,Evil Survives,1,2008,Canada,Heavy
4623,Evohé,1,2000,France,Pagan black
4624,Ex Dementia,1,2005,USA,Death
4625,Face Off,1,2006,Serbia,Alternative
4626,Fallen Yggdrasil,1,1996,Germany,Death
4627,Fange,1,2013,France,Blackened doom
4628,Farseer,1,2008,United Kingdom,Power
4629,Fatal Smile,1,1995,Sweden,Hard rock
4630,Fever Sea,1,2011,United Kingdom,Atmospheric black
4631,Fire Trails,1,2002,Italy,Heavy
4632,Fireproven,1,2008,Finland,Extreme progressive
4633,Flowing Tears & Withered Flowers,1,1995,Germany,Gothic doom
4634,Fondlecorpse,1,1996,Netherlands,Death
4635,Frowning,1,2011,Germany,Funeral doom
4636,Funeral Moth,1,2005,Japan,Funeral doom
4637,Funerarium,1,2000,Luxembourg,Black
4638,Fury UK,1,2002,United Kingdom,Heavy
4639,Geryon,1,2012,USA,Technical death
4640,Ghoulgotha,1,2012,USA,Death doom
4641,Gjenferdsel,1,2002,Norway,Black
4642,Gloom,1,2002,Spain,Death
4643,Gloson,1,2014,Sweden,Post-metal
4644,Goddess Of Desire,1,1995,Netherlands,Heavy
4645,GodHateCode,1,2007,Austria,Death
4646,Gorrch,1,2010,Italy,Black
4647,Grey,1,2004,USA,Doom
4648,Grimegod,1,1991,Romania,Death
4649,Grimpen Mire,1,2007,United Kingdom,Doom
4650,Grisâtre,1,2006,France,Atmospheric black
4651,Groinchurn,1,1994,South Africa,Grindcore
4652,Gutfed,1,2011,Turkey,Brutal death
4653,Hadal Maw,1,2010,Australia,Technical death
4654,Hanternoz,1,2006,France,Celtic folk
4655,Head Phones President,1,2000,Japan,Alternative
4656,Helion,1,1995,Finland,Progressive
4657,Hell's Thrash Horsemen,1,2007,Russian Federation,Thrash
4658,Heonia,1,2006,France,Symphonic
4659,Highgate,1,2005,USA,Doom
4660,Hlidolf,1,2002,Norway,Drone
4661,Hordes Of The Lunar Eclipse,1,1995,USA,Black
4662,Horizon Of The Mute,1,2015,Finland,Funeral doom
4663,Horncrowned,1,2001,Colombia,Black
4664,Humanfly,1,2000,United Kingdom,Atmospheric
4665,Huron,1,2007,United Kingdom,Melodic thrash
4666,Husqvarna,1,1989,Latvia,Death
4667,Ibex Angel Order,1,2013,Netherlands,Black
4668,Ides Of Winter,1,2011,Canada,Black
4669,Ilsa,1,2008,USA,Death doom
4670,Immorior,1,2013,Germany,Atmospheric black
4671,Imperceptum,1,2014,Germany,Atmospheric black
4672,In Cauda Venenum,1,2010,France,Black
4673,In Vain (ESP),1,2001,Spain,Heavy
4674,Incapacitate,1,2002,USA,Thrash
4675,Infection,1,2006,Peru,Death
4676,Infernal Angels,1,2002,Italy,Melodic black
4677,Infinite Waste,1,2014,USA,Grindcore
4678,Infinity²,1,2015,Russian Federation,Progressive
4679,Inhepsie,1,2001,France,Atmospheric gothic
4680,Inimical,1,2005,Denmark,Death
4681,Into The Nethermost,1,1998,Spain,Death
4682,Intrinsic,1,1984,USA,Power
4683,Iron Void,1,1998,United Kingdom,Doom
4684,Itnuveth,1,2013,Spain,Pagan black
4685,Jackdevil,1,2010,Brazil,Thrash
4686,Jesus Ain't In Poland,1,2004,Italy,Grindcore
4687,Jezabel,1,1993,Argentina,Power
4688,K.F.R,1,2013,France,Black
4689,K.L.L.K.,1,2010,France,Atmospheric black
4690,Kalmankantaja,1,2011,Finland,Depressive black
4691,Kanashimi,1,2007,Japan,Depressive black
4692,Kardashev,1,2012,USA,Atmospheric death
4693,Kempes,1,2013,Romania,Heavy
4694,Khanus,1,2015,Finland,Death
4695,Khaotic,1,2012,Brazil,Black
4696,Kill Ritual,1,2010,USA,Thrash
4697,Killing Addiction,1,1988,USA,Death
4698,Kilmara,1,2003,Spain,Heavy
4699,Kinetic,1,2002,Greece,Progressive death
4700,Knelt Rote,1,2008,USA,Grindcore
4701,Kommandant,1,2005,USA,Blackened death
4702,Krle?,1,1990,Czech Republic,Heavy
4703,Kroh,1,2011,United Kingdom,Doom
4704,L'Hiver En Deuil,1,2010,Belgium,Black
4705,Leeds Point,1,2012,USA,Heavy
4706,Legacy ID,1,2012,Latvia,Progressive
4707,Lenore S. Fingers,1,2010,Italy,Gothic
4708,Licht- Und Schattensaiten,1,2001,Germany,Avantgarde black
4709,Linea 77,1,1993,Italy,Nu
4710,Lion Twin,1,2011,Germany,Heavy
4711,Lionheart,1,2004,USA,Hardcore
4712,Liquid Graveyard,1,2006,Spain,Progressive death
4713,Lo-Ruhamah,1,2004,USA,Death
4714,Lucifixion,1,1990,USA,Death
4715,Lumbar,1,2013,USA,Doom
4716,Luna Field,1,1998,Germany,Black
4717,Luthor,1,2003,Australia,Heavy
4718,Macabra,1,2011,Belgium,Death
4719,Mangog,1,2014,USA,Doom
4720,Manimalism,1,1992,Norway,Black
4721,Massakren,1,2008,USA,Extreme power
4722,Masters Of Metal,1,2011,USA,Speed
4723,Materia,1,2007,Poland,Deathcore
4724,Maudlin,1,2004,Belgium,Post-metal
4725,MCM,1,2004,USA,Progressive
4726,Mefitic,1,2004,Italy,Black
4727,Megaton Leviathan,1,2007,USA,Drone doom
4728,Melencolia Estatica,1,2004,Italy,Black
4729,Mercury Rain,1,1999,United Kingdom,Power
4730,Merda Mundi,1,2006,Belgium,Black
4731,Mesmur,1,2013,USA,Funeral doom
4732,Metalstorm,1,2011,Australia,Thrash
4733,Methedras,1,1996,Italy,Thrash
4734,Michael Schenker's Temple Of Rock,1,2011,Germany,Heavy
4735,Midwinter,1,2000,France,Gothic
4736,Mincing Fury And Guttural Clamour Of Queer Decay,1,1996,Czech Republic,Brutal death
4737,Mion's Hill,1,2012,Norway,Black
4738,Mirror Of Deception,1,1990,Germany,Doom
4739,Misere Nobis,1,2011,Italy,Depressive black
4740,Monolith (GER),1,2010,Germany,Psychedelic doom
4741,Monolithian,1,2010,United Kingdom,Blackened sludge
4742,Mor Dagor,1,1996,Germany,Black
4743,Morgenstern,1,1998,Germany,Folk
4744,Morgue Orgy,1,2008,United Kingdom,Melodic death
4745,Mornië Utúlië,1,2013,Poland,Black
4746,Motor Sister,1,2014,USA,Hard rock
4747,Movimento D'Avanguardia Ermetico,1,2005,Italy,Atmospheric black
4748,Mudbath,1,2011,France,Sludge
4749,Myrk,1,1997,Iceland,Black
4750,Mystica,1,1999,Belgium,Melodic death
4751,Mythopoeia,1,1993,Czech Republic,Melodic doom
4752,Naga,1,2013,Italy,Sludge
4753,Napalm Strike,1,2012,USA,Thrash
4754,Narwhal Tusk,1,2006,Russian Federation,Symphonic power
4755,Nashgul,1,2001,Spain,Grindcore
4756,Necropsy,1,2008,USA,Death
4757,Need,1,2003,Greece,Progressive
4758,Nefandus,1,1993,Sweden,Black
4759,Negative Core Project,1,2010,Romania,Metalcore
4760,Nekrokraft,1,2012,Sweden,Black
4761,Nifrost,1,2005,Norway,Viking folk
4762,Nightslug,1,2011,Germany,Sludge
4763,Ningen Isu,1,1987,Japan,Doom
4764,Noûs,1,2010,Australia,Doom
4765,Nolentia,1,2007,France,Grindcore
4766,Norilsk,1,2012,Canada,Death doom
4767,Northless,1,2007,USA,Doom
4768,Nyctophilia,1,2014,Poland,Depressive black
4769,Oceans Of Night,1,2007,USA,Progressive
4770,Ofdrykkja,1,2012,Sweden,Depressive black
4771,Offal,1,2003,Brazil,Death
4772,Okazaki Fragments,1,2014,Canada,Technical death
4773,Oliver/Dawson Saxon,1,1999,United Kingdom,Heavy
4774,Område,1,2014,France,Experimental rock
4775,One Tail One Head,1,2008,Norway,Black
4776,Opened Paradise,1,2003,Greece,Gothic
4777,Orbweaver,1,2010,USA,Psychedelic death
4778,Ordo Inferus,1,2012,Sweden,Death
4779,Organ Dealer,1,2013,USA,Grindcore
4780,Oubliette,1,2011,USA,Melodic black
4781,Overgarven,1,2001,Greece,Melodic death
4782,Overtures,1,2003,Italy,Heavy
4783,P.O.O.R.,1,2006,USA,Grindcore
4784,Paganize,1,2001,Norway,Heavy
4785,Paganus,1,2000,Finland,Doom
4786,Palace Of Worms,1,2007,USA,Black
4787,Pale Chalice,1,2008,USA,Black
4788,Paroxsihzem,1,2007,Canada,Black
4789,Paul Chain,1,1979,Italy,Doom
4790,Pavor,1,1987,Germany,Technical death
4791,Perfecitizen,1,2011,Czech Republic,Deathgrind
4792,Perpetual Fire,1,1999,Italy,Heavy
4793,Philadelphia,1,1976,USA,Heavy
4794,Phobonoid,1,2013,Italy,Black
4795,Pimeä Metsä,1,2006,Spain,Viking folk
4796,Pink Mass,1,2014,USA,Crust
4797,Plague Of Stars,1,2012,USA,Gothic doom
4798,Plaguewielder,1,2012,Luxembourg,Atmospheric doom
4799,Pombagira,1,2007,United Kingdom,Psychedelic doom
4800,Præternatura,1,2014,USA,Black
4801,Profanator,1,1999,Mexico,Thrash
4802,Project: Roenwolfe,1,2011,USA,Power
4803,Psycho Symphony,1,1992,Romania,Progressive thrash
4804,Pulsar Colony,1,2008,USA,Experimental black
4805,Purple Hill Witch,1,2010,Norway,Doom
4806,Putrid Offal,1,1991,France,Death
4807,Pyriphlegethon,1,2014,Netherlands,Black
4808,Quiet Child,1,2004,Australia,Alternative
4809,Rabenwolf,1,2007,Germany,Pagan folk
4810,Reactor,1,1997,Finland,Doom
4811,Regnvm Animale,1,2013,Sweden,Black
4812,Rex Mundi,1,2002,Greece,Progressive
4813,Rezident EX,1,2012,Romania,Hard rock
4814,Rhevan,1,2007,Brazil,Gothic
4815,Rhino,1,2004,Spain,Doom
4816,Rintrah,1,2009,USA,Psychedelic doom
4817,Risen To Reclaim,1,2007,Croatia,Heavy
4818,Ritual Chamber,1,2013,USA,Death
4819,Rosa Ígnea,1,2003,Brazil,Gothic
4820,Rosicrucian,1,2010,United Kingdom,Black
4821,Rustless,1,-,Italy,Heavy
4822,Ruthless Steel,1,2012,Greece,Heavy
4823,Sacramento,1,2009,Chile,Gothic
4824,Sacred Dawn,1,2005,USA,Melodic progressive
4825,Sacrist,1,1992,Czech Republic,Black
4826,Sage's Recital,1,2013,Denmark,Neoclassical symphonic
4827,Samhain (US-NH),1,2014,USA,Atmospheric black
4828,Saxorior,1,1994,Germany,Melodic black
4829,Scala Mercalli,1,1992,Italy,Heavy
4830,Scavenger,1,2001,Ireland,Thrash
4831,Scumpulse,1,2013,United Kingdom,Black
4832,Sea Bastard,1,2011,United Kingdom,Doom
4833,Sedulity,1,2009,USA,Progressive death
4834,Selbst,1,2011,Venezuela,Black
4835,Selbstentleibung,1,2006,Austria,Depressive black
